Name,Year,Duration,Genre,Rating,Votes
Anokhi Ada,1973,150,"Drama, Romance",4.5,44
Anokhi Raat,1968,120,"Crime, Drama, Mystery",7.3,94
Anpadh,1962,150,"Drama, Musical, Romance",6.6,105
Ansh: The Deadly Part,2002,180,"Crime, Drama, Thriller",6.3,51
Ansoo Ban Gaye Phool,1969,145,"Drama, Family",7.2,26
Antardwand,2008,114,"Crime, Drama",7.3,656
Antarnaad,1991,160,Drama,5.5,109
Antenna,2021,84,Drama,7.1,7
Anth,1994,136,Action,4.4,124
Anthony Kaun Hai?,2006,127,"Mystery, Thriller",5.2,617
Anubhav,1971,139,Drama,6.7,137
Anubhav: An Experience,2003,90,Crime,3.4,11
Anupama,1966,148,"Drama, Romance",7.4,416
Anuraag,1972,125,Drama,6.6,115
Anuradha,1960,141,"Drama, Romance",6.6,196
Anuranan,2006,113,"Drama, Romance",6.7,376
Anurodh,1977,147,"Drama, Family",6.8,160
Anwar,2007,144,"Drama, Romance, Thriller",6.6,904
Any Body Can Dance 2,2015,154,"Biography, Drama, Music",5.4,5733
Apaatkaal,1993,137,Action,5.7,6
Apaharan,2005,173,"Action, Crime, Drama",7.4,4384
Apartment: Rent at Your Own Risk,2010,97,"Drama, Mystery, Thriller",3.5,231
Apna Asmaan,2007,110,"Drama, Sci-Fi",6.2,164
Apna Haath Jagannath,1960,173,Comedy,6.8,25
Apna Sapna Money Money,2006,134,"Comedy, Musical, Romance",5.3,1921
Apnapan,1977,133,"Drama, Romance",6.5,75
Apne,2007,173,"Drama, Sport",6,2868
Apne Dam Par,1996,155,"Action, Drama",5.6,43
Apne Dushman,1975,120,"Crime, Drama, Mystery",6.2,13
Apne Paraye,1980,123,"Drama, Family, Comedy",6.8,164
Apne Rang Hazaar,1975,124,"Drama, Romance",6.1,14
Apradh,1972,128,"Action, Thriller, Romance",6.8,71
Apradhi,1974,122,Drama,7.3,6
Apradhi Kaun?,1957,131,Mystery,7.5,68
April Fool,1964,154,"Comedy, Romance, Thriller",6.1,32
Aradhana,1969,169,"Drama, Musical, Romance",7.6,1722
Aranyaka,1994,90,Drama,6.5,50
Ardh Satya,1983,130,"Crime, Drama",8.2,1599
Arjun,1985,154,"Action, Crime, Drama",7.2,866
Arjun Devaa,2001,133,"Action, Crime, Musical",3.6,21
Arjun Pandit,1999,150,"Action, Crime, Romance",5.2,797
Arjun Patiala,2019,107,"Action, Comedy",4.3,1204
Arjun: The Warrior Prince,2012,96,"Animation, Action, Adventure",6.8,1534
Armaan,1953,130,"Drama, Family",6.8,19
Armaan,2003,158,"Drama, Family, Romance",5.2,1096
Army,1996,153,"Action, Drama",4.3,1614
Arohan,2010,126,"Drama, Family, Music",5.3,9
Around the World,1967,178,"Comedy, Romance",6.3,97
Arpan,1983,144,"Drama, Romance",6.2,74
Arth,1982,138,"Drama, Romance",7.9,1308
Article 15,2019,130,"Crime, Drama, Mystery",8.2,25706
Arvind Desai Ki Ajeeb Dastaan,1978,118,Drama,6.9,137
Aryan,1988,181,"Action, Drama",7,283
Aryan: Unbreakable,2006,135,"Action, Drama, Sport",4.4,307
Arzoo,1950,128,"Musical, Romance",7,49
Arzoo,1965,177,"Drama, Musical, Romance",7.1,243
Asambhav,2004,139,"Action, Adventure, Drama",3.4,577
Asana Travelogue,2012,105,"Documentary, History",6.7,81
Ascharyachakit!,2018,90,"Drama, Romance",4.9,542
Asha Jyoti,1984,142,"Drama, Family, Romance",6.3,44
Ashaant,1993,141,"Action, Thriller",5.2,522
Ashiana,1952,104,"Drama, Romance",7.6,49
Ashley,2017,103,Thriller,3.7,12
Ashok Chakra: Tribute to Real Heroes,2010,86,Action,4.8,8
Ashok Vatika,2018,97,Drama,9.3,7
Ashoka the Great,2001,180,"Action, Biography, Drama",6.5,13502
Asli Naqli,1986,128,Drama,4.3,38
Asli-Naqli,1962,145,"Drama, Musical, Romance",7.5,257
Astitva,2000,109,Drama,7.3,645
Astounding Courage in Distress,2020,102,Family,7.3,33
Ata Pata Lapatta,2012,120,"Comedy, Musical",5.4,86
Atal Faisla,2018,127,Drama,8.8,5
Ateet,2020,120,Thriller,4.3,204
Athbhutha Dweepu,2005,127,"Action, Adventure, Comedy",5.4,278
Athidhi,2007,300,Action,5.6,1807
Atishbaz,1990,165,"Crime, Drama",2.9,36
Atithee,1978,138,"Drama, Romance",6,20
Atithi Kab Aoge Shhamshan,2020,135,Comedy,5.9,7
Atithi Tum Kab Jaoge?,2010,155,Comedy,6.4,5383
Atkan Chatkan,2020,126,"Drama, Musical",8.2,1763
Attahaasa,2013,171,"Biography, Crime, Thriller",6.9,138
Aulad,1968,142,"Comedy, Drama",5.3,25
Aulad Ke Dushman,1993,152,Drama,3.8,36
Aunty No. 1,1998,160,"Comedy, Drama, Romance",4.3,583
Aur Kaun?,1979,136,"Horror, Mystery, Thriller",6,24
Aur Pappu Pass Ho Gaya,2007,142,Comedy,4.2,36
Aurangzeb,2013,137,"Action, Drama, Thriller",6.5,3985
Aurat,1940,154,Drama,7.2,30
Aurat,1967,149,"Comedy, Drama",7.4,59
Aurat Teri Yehi Kahani,1988,149,Drama,4.2,16
Auto Driver,1998,119,Romance,4.8,44
Autohead,2016,97,"Crime, Drama",5.9,355
Autumn,2010,96,Drama,6.4,223
Auzaar,1997,127,"Action, Drama, Musical",4.5,976
Avalude Ravukal,1978,144,Drama,6.5,64
Avam,1987,156,"Adventure, Mystery, Thriller",5.7,58
Avinash,1986,171,"Action, Crime, Drama",6,44
Avsar,2017,70,"Drama, Romance",6,27
Avtaar,1983,150,Drama,7.2,571
Awaara,1951,193,"Drama, Musical, Romance",7.9,3813
Awaargi,1990,149,Drama,5.9,150
Awaaz,1984,150,"Action, Drama, Romance",6.2,46
Awara Badal,1964,134,"Action, Adventure, Drama",5.1,17
Awara Paagal Deewana,2002,158,"Action, Comedy, Crime",6.2,7775
Awarapan,2007,126,"Action, Crime, Drama",7.3,6737
Awasaan,2020,101,Drama,8.7,21
Awesome Mausam,2016,131,Romance,3.6,5
Axone,2019,104,"Comedy, Drama",7,1979
Aya Sawan Jhoom Ke,1969,173,"Drama, Romance",6.2,104
Ayaash,1982,131,Romance,5.1,34
Ayee Milan Ki Bela,1964,146,"Drama, Romance",6.4,116
Ayee Milan Ki Raat,1991,152,Romance,6.2,40
Ayudha Pooja,2000,137,"Action, Crime, Drama",5.5,27
Ayurveda: Art of Being,2001,102,Documentary,7.6,432
Azaad,1955,163,"Action, Adventure, Comedy",7.2,136
Azaad,1978,154,"Action, Comedy, Drama",7.2,82
Azaad Desh Ke Gulam,1990,153,"Action, Drama",5,52
Azad,1940,140,Drama,7.1,11
Azhar,2016,130,"Biography, Drama, Sport",5.7,5328
B for Bundelkhand,2017,117,Drama,8.8,5
B.A. Pass,2012,95,"Crime, Drama, Thriller",6.4,3702
B.A. Pass 2,2017,125,Drama,2.1,419
B.A. Pass 3,2021,136,"Drama, Romance",8.3,1877
Baa Baaa Black Sheep,2018,103,"Action, Comedy, Crime",6.4,446
Baabarr,2009,180,"Action, Crime, Drama",5.1,302
Baabul,2006,169,"Drama, Family, Romance",5.4,3157
Baadshah,1999,175,"Action, Comedy, Crime",6.9,17279
Baadshaho,2017,136,"Action, Adventure, Thriller",4.9,4454
Baaghi,2000,156,"Action, Crime, Drama",4.2,208
Baaghi,2016,133,"Action, Romance, Thriller",5.2,7912
Baaghi 2,2018,137,"Action, Thriller",4.8,9625
Baaghi 3,2020,143,"Action, Comedy, Musical",2.1,10309
Baaghi: A Rebel for Love,1990,157,"Action, Drama, Romance",5.7,1390
Baaja,2001,79,Family,6.1,10
Baaki Itihaas,2017,127,Drama,7.3,16
Baal Ki Khaal,2019,65,Comedy,7,20
Baankey Ki Crazy Baraat,2015,138,Comedy,6.2,356
Baap Numbri Beta Dus Numbri,1990,152,"Action, Comedy, Crime",6,303
Baap Re Baap,1955,130,"Comedy, Drama, Family",6.4,28
Baar Baar Dekho,2016,141,"Action, Comedy, Drama",5.3,6423
Baaraat Company,2017,124,"Comedy, Romance",6.2,179
Baarish,1957,133,"Crime, Drama, Romance",7.2,37
Baarish Aur Chowmein,2018,48,Drama,6.1,271
Baarood (The Fire) - A Love Story,2012,135,"Action, Crime, Drama",3.2,13
Baat Ban Jaye,1986,148,Comedy,6.4,165
Baat Bann Gayi,2013,108,"Comedy, Romance",5.1,69
Baat Ek Raat Ki,1962,145,"Mystery, Romance, Thriller",6.8,116
Baaz,1953,140,"Action, Adventure, Musical",7.3,93
Baaz: A Bird in Danger,2003,180,"Mystery, Thriller",3.2,344
Baazaar,2018,137,"Crime, Drama, Thriller",6.6,4831
Baazi,1951,143,"Crime, Drama, Musical",7.3,343
Baazi,1968,141,"Crime, Musical, Mystery",6.4,60
Baazi,1984,125,Action,6.3,65
Baazi,1995,183,"Action, Thriller, Crime",6.5,2248
Baazigar,1993,175,"Crime, Drama, Musical",7.7,26583
Baazigar,1972,133,"Adventure, Comedy, Crime",7.5,6
Babloo Happy Hai,2014,113,"Comedy, Drama, Romance",6.7,83
Babu,1985,148,"Drama, Family",7.1,64
Babul,1950,142,Drama,7.3,72
Babul,1986,162,Drama,4.8,9
Babula,1985,129,"Drama, Sci-Fi",5.9,10
Babumoshai Bandookbaaz,2017,122,"Action, Crime, Thriller",6.9,1974
Baby,2015,159,"Action, Thriller",8,53997
Bach ke Zara,2008,99,"Comedy, Horror, Musical",2.7,71
Bachke Rehna Re Baba,2005,130,"Comedy, Drama, Romance",2.7,202
Bachna Ae Haseeno,2008,152,"Comedy, Drama, Romance",6.1,10674
Bachpan,1970,133,"Action, Comedy, Crime",6.3,31
Back to Dad,2017,120,Drama,8.2,9
Bad Aur Badnaam,1984,135,"Family, Thriller",6.2,12
Bad Boys,2003,118,Thriller,3.3,6
Bad Luck Govind,2009,120,"Comedy, Crime, Drama",3.5,17
Bada Kabutar,1973,144,"Action, Comedy, Crime",5,22
Badal,1951,146,"Action, Romance",6.7,34
Badal,1966,150,"Action, Adventure, Musical",7,10
Badal,2000,166,"Action, Crime, Drama",4.9,1281
Badaltey Rishtey,1978,136,"Drama, Romance",6.7,62
Bade Dil Wala,1983,146,"Drama, Action, Crime",6.3,118
Bade Dilwala,1999,146,"Comedy, Drama, Romance",3.6,1289
Bade Ghar Ki Beti,1989,138,Drama,6,66
Bade Miyan Chote Miyan,1998,140,"Action, Comedy, Musical",5.8,2787
Badhaai Ho,2018,124,"Comedy, Drama",8,29518
Badhaai Ho Badhaai,2002,155,"Comedy, Drama, Musical",4.5,673
Badhu Nirupama,1987,146,Drama,6.9,7
Badi Bahen,1993,130,"Drama, Family",5.4,14
Badi Didi,1969,156,"Comedy, Drama, Romance",4.4,11
Badi Maa,1945,122,"Drama, War",5.4,9
Badkaar,1986,129,Drama,6.7,7
Badla,1974,112,Thriller,6.2,13
Badla,2019,118,"Crime, Drama, Mystery",7.8,23890
Badla Aur Balidan,1980,134,"Action, Drama",7.6,11
Badlapur,2015,134,"Action, Crime, Drama",7.4,22324
Badlapur Boys,2014,123,Drama,4.7,123
Badle Ki Aag,1982,158,"Action, Drama",4.8,59
Badmaa$h Company,2010,142,"Comedy, Crime, Drama",6,6466
Badmaash,1998,119,Action,2.5,25
Badman,2016,83,"Comedy, Drama",4.3,30
Badmashiyaan,2015,128,"Comedy, Romance",4.6,133
Badnaam Gali,2019,95,Comedy,7.1,805
Badnam Basti,1971,100,Drama,6.6,10
Badrinath Ki Dulhania,2017,139,"Comedy, Drama, Romance",6.1,10865
Baga Beach,2013,103,Drama,5.9,14
Bagh Bahadur,1989,91,Drama,7.7,72
Baghavat,1982,144,"Action, Romance",6.4,66
Baghban,1938,159,Drama,7.2,8
Baghban,2003,181,"Drama, Romance",7.4,15518
Bagpat Ka Dulha,2019,137,Drama,5.5,6
Bahaar Aane Tak,1990,145,Family,4.7,63
Bahar,1951,170,Drama,5.7,18
Baharen Phir Bhi Aayengi,1966,139,"Drama, Romance",7.1,93
Baharon Ke Sapne,1967,171,"Drama, Romance",7.6,77
Baharon Ki Manzil,1968,160,Mystery,7.1,54
Bahattar Hoorain,2019,120,Comedy,8.8,23
Bahen,1941,156,Drama,6,10
Bahu Begum,1967,167,"Comedy, Drama, Romance",6.5,69
Bahu Beti,1965,132,"Drama, Family",6.5,17
Bahu Ki Awaaz,1985,147,Drama,6.3,16
Bahurani,1964,133,Drama,6.8,42
Bahut Din Huwe...,1954,168,"Adventure, Drama, Fantasy",6.7,24
Bahut Hua Sammaan,2020,125,"Comedy, Crime, Drama",7.3,3036
Baiju Bawra,1952,165,"Drama, Musical, Romance",7.4,343
Baikunth,2021,72,Family,9.3,29
Bajatey Raho,2013,110,"Comedy, Drama, Thriller",5.3,729
Bajirao Mastani,2015,158,"Action, Drama, History",7.2,32073
Bajrangbali,1976,176,Fantasy,7.7,85
Bajrangi Bhaijaan,2015,163,"Action, Adventure, Comedy",8,78448
Bal Bramhachari,1996,163,"Action, Drama",2.7,113
Bal Ganesh 3,2015,68,Animation,4.2,13
Bal Ganesh and the PomZom Planet,2017,81,Animation,2.3,9
Bala,2019,133,Comedy,7.3,12370
Balidaan,1985,137,"Action, Thriller",5.6,54
Balidaan,1971,137,Drama,6.8,16
Balika Badhu,1976,111,"Comedy, Drama, Romance",6.9,229
Ballad of Rustom,2012,117,Drama,8.1,24
Ballavpur Ki Roopkatha,2017,120,Comedy,7.5,17
Balram Shri Krishna,1968,176,Fantasy,5.6,8
Balwaan,1992,142,"Action, Adventure",4.3,179
Balwinder Singh Famous Ho Gaya,2014,136,Comedy,3.6,50
Bambai Raat Ki Bahon Mein,1968,136,"Crime, Drama, Romance",6,13
Bamfaad,2020,102,Romance,7.2,1533
Banaras,2006,122,"Musical, Drama",6.1,315
Banaras,2009,128,Drama,3.2,24
Banarasi Babu,1997,126,Comedy,4.2,231
Banarasi Babu,1973,141,"Drama, Thriller",6.7,73
Banarasi Thug,1962,145,Drama,6.1,21
Band Baaja Baaraat,2010,139,"Comedy, Drama, Romance",7.2,15583
Bandh Darwaza,1990,145,"Action, Drama, Horror",5.1,298
Bandhan,1998,154,"Action, Drama, Romance",4.8,1852
Bandhan,1969,159,"Drama, Family, Musical",7.2,85
Bandhan Kuchchey Dhaagon Ka,1983,124,"Drama, Family",7.1,36
Bandhe Haath,1973,139,"Action, Thriller",5.8,100
Bandhu,1992,126,Family,7.9,7
Bandi,1957,135,"Drama, Family",6.2,27
Bandini,1963,157,"Drama, Musical, Romance",7.7,756
Bandish,1955,129,"Comedy, Drama, Musical",7.1,17
Bandish,1980,152,"Action, Crime, Drama",6.1,47
Bandit Queen,1994,119,"Biography, Crime, Drama",7.6,4518
Bandook,2013,132,"Crime, Thriller",5.9,140
Bang Bang,2014,153,"Action, Adventure, Comedy",5.6,22436
Bangistan,2015,135,"Comedy, Drama",4.5,1168
Banjaran,1991,145,"Drama, Romance",5.1,100
Banjo,2016,137,"Action, Drama, Music",4.9,1105
Bank Chor,2017,120,"Action, Comedy, Crime",5.9,2603
Bansuri: The Flute,2021,108,Drama,3.7,7
Banwra,1950,148,Drama,6,6
Bara-Dari,1955,129,"Musical, Romance",6.2,18
Barah Aana,2009,97,"Comedy, Crime, Drama",6.8,1166
Barbed Wired,2005,119,"Drama, Romance",5.6,36
Bardaasht,2004,155,"Action, Drama, Thriller",5.9,661
Barefoot to Goa,2015,80,"Adventure, Drama, Family",5.6,149
Barfi!,2012,151,"Comedy, Drama, Romance",8.1,77377
Barkha,1959,169,Romance,4.9,9
Barkhaa,2015,127,"Drama, Romance",5.1,315
Barood,1976,140,"Action, Crime, Drama",6,84
Barood,1998,159,"Action, Crime, Drama",4.7,626
Barot House,2019,89,"Mystery, Thriller",7.3,1135
Barsaat,1949,171,"Drama, Romance, Musical",7.7,596
Barsaat,1995,166,"Action, Romance",5.4,1193
Barsaat Ki Ek Raat,1981,142,"Romance, Thriller",6.3,312
Barsaat Ki Raat,1960,142,"Drama, Musical, Romance",6.9,117
Barsaat Ki Raat,1998,151,Musical,3.7,12
Bas Ek Pal,2006,150,"Drama, Romance, Thriller",5.9,503
Bas Itna Sa Khwaab Hai...,2001,169,"Drama, Romance, Thriller",3.7,586
Basant,1942,146,"Drama, Musical",6.8,21
Basant,1960,165,"Comedy, Drama, Romance",6.5,33
Basant Bahar,1956,150,"Drama, Musical, Romance",7.1,32
Baseraa,1981,139,"Drama, Family",6.8,133
Batla House,2019,146,"Action, Crime, Drama",7.2,10092
Baton Baton Mein,1979,112,"Comedy, Romance",7.5,1118
Battalion 609,2019,131,War,2.8,101
Batti Gul Meter Chalu,2018,161,Drama,6,4685
Batwara,1989,201,"Action, Drama",6.3,206
Bawandar,2000,125,Drama,7,288
Bawarchi,1972,130,"Comedy, Musical, Drama",8,3793
Bawre Nain,1950,138,"Drama, Romance",6.9,36
Bazaar,1949,148,"Drama, Family",6.8,6
Bazaar,1982,120,"Drama, Family",7.3,481
Bazaar E Husn,2014,125,Drama,4.8,15
Be-Careful,2011,93,"Comedy, Crime, Drama",3.1,88
Bechain,1993,135,"Action, Drama, Romance",4.8,8
Bedardi,1993,146,"Action, Crime",3.9,148
Beehad - The Ravine,2013,125,Drama,5.6,10
Bees Saal Baad,1962,158,"Thriller, Musical, Mystery",7.1,341
Bees Saal Baad,1989,141,"Horror, Mystery",5.1,156
Befikre,2016,130,"Comedy, Drama, Romance",3.9,7185
Begum Jaan,2017,128,"Action, Drama, History",5.6,2626
Behen Hogi Teri,2017,128,Comedy,5.6,1873
Behind the Mirror,2005,88,Drama,5.9,14
Beiimaan Love,2016,120,"Drama, Romance, Thriller",2.8,439
Be-Imaan,1972,133,"Drama, Family",6.9,75
Bekaraar,1983,121,"Drama, Romance",3.7,27
Bekhudi,1992,140,"Action, Crime, Drama",4.6,192
Bemisal,1982,142,"Drama, Family",7,386
Benaam,1974,117,"Drama, Mystery, Thriller",6.8,251
Benaam,1999,126,"Drama, Action, Horror",4.4,32
Benazir,1964,158,"Drama, Romance",7.3,39
Bengal Tiger,2001,121,"Action, Crime",5.3,29
Benny and Babloo,2010,123,"Comedy, Drama",6.1,349
Bepanaah,1985,156,"Drama, Family",6.2,42
Be-Reham,1980,147,"Action, Crime, Thriller",6.8,32
Be-Shaque,1981,121,"Adventure, Crime, Drama",6.3,30
Besharam,1978,139,"Action, Drama",5.4,114
Besharam,2013,143,"Action, Comedy, Romance",3.6,5355
Beta,1992,171,"Drama, Romance",6.3,1956
Betaab,1983,162,"Family, Romance",6.6,532
Betaabi,1997,188,"Drama, Romance",4.4,104
Betaaj Badshah,1994,166,"Action, Drama",4.8,44
Beti,1969,135,Drama,5.8,10
Beti Bete,1964,145,"Comedy, Drama, Family",6.8,31
Bewafa,1952,112,"Drama, Romance",7.6,80
Bewafa Sanam,1995,144,"Drama, Romance",5.1,104
Bewafaa,2005,151,"Drama, Romance",4.4,2393
Bewafai,1985,145,"Drama, Romance",5.6,58
Bewaffa Se Waffa,1992,172,Romance,4.9,75
Bewajah,2017,127,Thriller,6.3,30
Bewakoofiyaan,2014,119,"Comedy, Drama, Romance",5.5,3938
Bewaqoof,1960,160,Musical,5.2,35
Beyond Blue: An Unnerving Tale of a Demented Mind,2015,99,"Crime, Fantasy, Mystery",6.7,7
Beyond Bollywood,2013,64,"Documentary, Biography, Drama",6.1,58
Beyond the Clouds,2017,120,"Drama, Family",7,2148
Bezubaan,1982,137,"Drama, Romance",7.3,70
Bezubaan Ishq,2015,128,"Musical, Romance",4,68
Bhaag Johnny,2015,118,"Action, Fantasy, Thriller",5.2,963
Bhaag Milkha Bhaag,2013,186,"Biography, Drama, Sport",8.2,62636
Bhaagte Raho,2018,115,Comedy,3.6,18
Bhabhi,1991,145,"Comedy, Drama, Family",4.1,131
Bhabhi,1957,165,Drama,6.7,47
Bhabhi Ki Chudiyan,1961,168,"Drama, Family",5.4,30
Bhabhipedia,2018,107,"Comedy, Romance",8.3,84
Bhadaas,2013,89,Thriller,2.5,26
Bhagam Bhag,1956,101,"Action, Comedy, Crime",6,21
Bhagam Bhag,2006,157,"Comedy, Drama, Thriller",6.5,11651
Bhagawat Ek Jung,2001,113,Action,4.6,18
Bhageeratha,2005,158,"Action, Drama",5.6,227
Bhagmati,2005,160,"Animation, Drama, History",6.1,57
Bhagwaan Dada,1986,147,"Drama, Thriller",4.3,169
Bhagwan Parshuram,1970,136,Drama,8.7,10
Bhagwan Shri Krishna,1985,138,"Action, Adventure, Fantasy",6,10
Bhagyawan,1994,136,Drama,4.4,68
Bhai,1997,147,"Action, Drama",5.1,353
Bhai Bahen,1969,151,"Drama, Family",4.9,24
Bhai Bhai,1997,172,Action,3.8,24
Bhai Ho To Aisa,1972,131,"Action, Comedy, Drama",5.7,37
Bhai Thakur,2000,118,"Action, Drama",3.2,9
Bhai-Bahen,1959,136,"Drama, Family",6,5
Bhai-Bhai,1956,164,Drama,5.8,15
Bhairav,2001,133,Action,4.6,29
Bhairava Dweepam,1994,162,"Action, Adventure, Comedy",7.8,533
Bhairavi,1996,145,"Drama, Musical, Romance",5.3,35
Bhakta Siriyala,1980,154,"Biography, Drama, Musical",7.1,19
Bhakti Mein Shakti,1979,140,"Adventure, Drama, History",7.5,13
Bhala Manus,1976,138,"Drama, Romance",4.6,11
Bhalevadivi Basu,2001,156,"Family, Comedy",4.6,35
Bhamashah,2017,83,Drama,6.2,11
Bhangarh: The Last Episode,2017,84,Horror,5.5,15
Bhangover,2017,115,Comedy,5.1,34
Bhangra Paa Le,2020,131,"Comedy, Drama, Music",6,287
Bhanwar,1976,135,"Drama, Romance",6.2,24
Bhanwarey,2017,120,Comedy,6.8,58
Bharat,2019,150,"Action, Comedy, Drama",4.9,22598
Bharat Bhagya Vidhata,2002,160,"Action, Adventure, Thriller",5.7,13
Bharat Milap,1942,170,"Adventure, Drama, History",6.6,9
Bhasmasur,2017,74,Drama,6.8,132
Bhavani Junction,1985,128,"Action, Crime, Thriller",5.8,48
Bhavesh Joshi Superhero,2018,154,"Action, Crime, Drama",7.6,7479
Bhavnao Ko Samjho,2010,114,"Action, Comedy, Drama",4.3,76
Bhavni Bhavai,1981,135,"Comedy, Drama",6.6,114
Bhayaanak,1998,105,Horror,4.3,6
Bhayaanak Mahal,1988,113,Horror,3.4,8
Bhayaanak Panjaa,2003,95,Horror,4.9,24
Bheegi Palkein,1982,142,Romance,6.4,18
Bheegi Raat,1965,157,"Comedy, Drama, Romance",6.2,40
Bheja Fry,2007,95,"Comedy, Drama",7.6,11444
Bheja Fry 2,2011,129,"Comedy, Drama",4.7,1302
Bhikharan,1935,143,Drama,6.2,9
Bhindi Baazaar,2011,157,"Crime, Drama, Thriller",6.1,673
BHK Bhalla@Halla.Kom,2016,122,Comedy,5.9,74
Bhobhar - The Live Ash,2012,100,"Drama, Family, Romance",4.9,9
Bhonsle,2018,128,Drama,7,1257
Bhooka Sher,1984,165,Action,4.8,12
Bhooka Sher,2001,109,Action,5,23
Bhookailas,1958,174,"Drama, Musical",7.1,143
Bhool Bhulaiyaa,2007,159,"Comedy, Horror, Mystery",7.3,22777
Bhoomi,2017,136,"Action, Crime, Drama",5.3,1755
Bhoot,2003,113,"Horror, Mystery, Thriller",6.5,3476
Bhoot and Friends,2010,133,"Animation, Action, Adventure",5.8,96
Bhoot Bungla,1965,145,"Comedy, Horror, Mystery",6.5,106
Bhoot Ka Darr,1999,85,Horror,4,9
Bhoot Returns,2012,85,"Horror, Mystery, Thriller",2.5,513
Bhoot: Part One - The Haunted Ship,2020,114,"Horror, Mystery, Thriller",5.4,4236
Bhoothnath Returns,2014,155,"Comedy, Drama, Fantasy",6.6,5030
Bhootnath,2008,150,"Comedy, Drama, Family",6.3,8460
Bhootnath,1963,129,Adventure,6.5,60
Bhopal Express,1999,100,Drama,7.1,367
Bhopal: A Prayer for Rain,2014,96,Drama,7.2,1968
Bhopali,2011,89,"Documentary, History, News",8,58
Bhor: Dawn,2018,93,Drama,7.8,147
Bhouri,2016,140,Drama,6.7,403
Bhrashtachar,1989,153,"Action, Crime, Drama",4.6,119
Bhuddah Hoga Tera Baap,2011,114,"Action, Comedy, Crime",5.6,2782
Bhumika,1977,142,Drama,7.4,585
Bhuvan Shome,1969,96,"Comedy, Drama",7.5,400
Bichhoo,2000,160,"Action, Crime, Drama",5,2807
Bidaai,1974,144,"Drama, Musical, Romance",6.5,54
Bidyapati,1937,141,Drama,7,23
Big Brother,2007,128,"Action, Crime, Drama",3.8,781
Bijuka,2012,74,Drama,6.4,22
Billa No. 786,2000,140,Action,4.4,34
Billa Ranga,1982,113,"Action, Crime, Family",7.5,53
Billoo Baadshah,1989,148,"Action, Crime, Drama",4.5,41
Billu,2009,137,"Comedy, Drama",6.2,11078
Billu Ustaad,2018,138,Drama,6.9,26
Bin Badal Barsaat,1963,154,"Drama, Musical, Mystery",5.7,31
Bin Bulaye Baraati,2011,133,"Action, Comedy, Crime",3.8,255
Bin Maa Ke Bachche,1980,131,Drama,6,17
Bin Phere Free Me Tere,2013,131,Comedy,4.5,22
Bindiya Chamkegi,1984,139,"Comedy, Family",5.1,18
Bindiya Mange Bandook,2001,115,Action,3.9,8
Bioscopewala,2017,91,Drama,7.6,882
Biradari,1966,139,Drama,5.9,33
Biraj Bahu,1954,145,Drama,6.2,51
Bitch,2017,82,"Adventure, Comedy, Drama",5.5,11
Bitter Chestnut,2019,100,Drama,7.1,27
Bittoo Boss,2012,116,Romance,4.1,365
Biwi Aur Makan,1966,126,Comedy,6.9,45
Biwi Ho To Aisi,1988,149,"Comedy, Drama",5.8,857
Biwi No. 1,1999,159,"Comedy, Drama, Romance",5.7,5464
Biwi-O-Biwi,1981,156,"Comedy, Romance",7,206
Black,2005,122,Drama,8.2,33782
Black & White,2008,134,"Crime, Drama, Thriller",6.2,570
Black Cat,1959,154,"Action, Thriller, Mystery",6.7,25
Black Friday,2004,143,"Action, Crime, Drama",8.5,19493
Black Home,2015,105,"Drama, Thriller",7.4,23
Black Mountain,1971,83,"Drama, Family, Fantasy",6.6,24
Black Rose,2020,120,Thriller,8.6,38
Blackboard vs Whiteboard,2019,152,"Action, Family",5.4,43
Blackmail,1973,145,"Drama, Musical, Romance",6.7,199
Blackmail,2005,126,"Action, Drama, Thriller",4.1,618
Blackmail,2018,138,"Comedy, Thriller",7.1,9671
Blank,2019,107,"Action, Thriller",6.2,933
Blood Money,2012,109,"Action, Crime, Drama",5,981
Blue,2009,119,"Action, Adventure, Mystery",3.7,4674
Blue Mountains,2017,134,"Drama, Family, Musical",5.7,51
Blue Oranges,2009,114,Mystery,6.5,201
"Blue Skies, Green Waters, Red Earth",2013,137,"Adventure, Drama, Romance",7.7,3446
Bluff Master,1963,135,Romance,6.5,112
Bluffmaster,2005,137,"Comedy, Crime, Drama",6.6,5950
Bobby,1973,168,"Comedy, Musical, Romance",7.1,1776
Bobby Jasoos,2014,121,"Comedy, Drama, Thriller",5.5,2189
